months_loan_duration,credit_history,purpose,amount,percent_of_income,years_at_residence,age,other_credit,housing,existing_loans_count,job,dependents,phone,default
40,critical,education,5998,4,3,27,bank,own,1,skilled,1,yes,yes
21,good,business,1188,2,4,39,none,own,1,skilled,2,no,yes
24,good,car,6313,3,4,41,none,own,1,management,2,yes,no
6,critical,furniture/appliances,1221,1,2,27,none,own,2,skilled,1,no,no
24,good,furniture/appliances,2892,3,4,51,none,other,1,skilled,1,no,no
24,good,furniture/appliances,3062,4,3,32,none,rent,1,skilled,1,yes,no
9,good,furniture/appliances,2301,2,4,22,none,rent,1,skilled,1,no,no
18,good,car,7511,1,4,51,none,other,1,skilled,2,yes,yes
12,critical,furniture/appliances,1258,2,4,22,none,rent,2,unskilled,1,no,no
24,poor,car,717,4,4,54,none,own,2,skilled,1,yes,no
9,good,car,1549,4,2,35,none,own,1,unemployed,1,no,no
24,critical,education,1597,4,4,54,none,other,2,skilled,2,no,no
18,critical,furniture/appliances,1795,3,4,48,bank,rent,2,unskilled,1,yes,no
20,critical,furniture/appliances,4272,1,4,24,none,own,2,skilled,1,no,no
12,critical,furniture/appliances,976,4,4,35,none,own,2,skilled,1,no,no
12,good,car,7472,1,2,24,none,rent,1,unemployed,1,no,no
36,good,car,9271,2,1,24,none,own,1,skilled,1,yes,yes
6,good,furniture/appliances,590,3,3,26,none,own,1,unskilled,1,no,no
12,critical,furniture/appliances,930,4,4,65,none,own,4,skilled,1,no,no
42,very good,car,9283,1,2,55,bank,other,1,management,1,yes,no
15,perfect,car,1778,2,1,26,none,rent,2,unemployed,1,no,yes
8,good,business,907,3,2,26,none,own,1,skilled,1,yes,no
6,good,furniture/appliances,484,3,3,28,bank,own,1,unskilled,1,no,no
36,critical,car,9629,4,4,24,none,own,2,skilled,1,yes,yes
48,good,furniture/appliances,3051,3,4,54,none,own,1,skilled,1,no,yes
48,good,car,3931,4,4,46,none,other,1,skilled,2,no,yes
36,poor,car,7432,2,2,54,none,rent,1,skilled,1,no,no
6,good,furniture/appliances,1338,1,4,62,none,own,1,skilled,1,no,no
6,critical,furniture/appliances,1554,1,2,24,none,rent,2,skilled,1,yes,no
36,good,car0,15857,2,3,43,none,own,1,management,1,no,no
18,good,furniture/appliances,1345,4,3,26,bank,own,1,skilled,1,no,yes
12,good,car,1101,3,2,27,none,own,2,skilled,1,yes,no
12,good,furniture/appliances,3016,3,1,24,none,own,1,skilled,1,no,no
36,good,furniture/appliances,2712,2,2,41,bank,own,1,skilled,2,no,yes
8,critical,car,731,4,4,47,none,own,2,unskilled,1,no,no
18,critical,furniture/appliances,3780,3,2,35,none,own,2,management,1,yes,no
21,critical,car,1602,4,3,30,none,own,2,skilled,1,yes,no
18,critical,car,3966,1,4,33,bank,rent,3,skilled,1,yes,yes
18,perfect,business,4165,2,2,36,store,own,2,skilled,2,no,yes
36,good,car,8335,3,4,47,none,other,1,skilled,1,no,yes
48,poor,business,6681,4,4,38,none,other,1,skilled,2,yes,no
24,poor,business,2375,4,2,44,none,own,2,skilled,2,yes,no
18,good,car,1216,4,3,23,none,rent,1,skilled,1,yes,yes
45,perfect,business,11816,2,4,29,none,rent,2,skilled,1,no,yes
24,good,furniture/appliances,5084,2,4,42,none,own,1,skilled,1,yes,no
15,good,furniture/appliances,2327,2,3,25,none,own,1,unskilled,1,no,yes
12,perfect,car,1082,4,4,48,bank,own,2,skilled,1,no,yes
12,good,furniture/appliances,886,4,2,21,none,own,1,skilled,1,no,no
4,good,furniture/appliances,601,1,3,23,none,rent,1,unskilled,2,no,no
24,critical,car,2957,4,4,63,none,own,2,skilled,1,yes,no
24,critical,furniture/appliances,2611,4,3,46,none,own,2,skilled,1,no,no
36,good,furniture/appliances,5179,4,2,29,none,own,1,skilled,1,no,yes
21,poor,car,2993,3,2,28,store,own,2,unskilled,1,no,no
18,good,renovations,1943,4,4,23,none,own,1,skilled,1,no,yes
24,very good,business,1559,4,4,50,bank,own,1,skilled,1,yes,no
18,good,furniture/appliances,3422,4,4,47,bank,own,3,skilled,2,yes,no
21,good,furniture/appliances,3976,2,3,35,none,own,1,skilled,1,yes,no
18,good,car,6761,2,4,68,none,rent,2,skilled,1,no,yes
24,good,car,1249,4,2,28,none,own,1,skilled,1,no,no
9,good,furniture/appliances,1364,3,4,59,none,own,1,skilled,1,no,no
12,good,furniture/appliances,709,4,4,57,store,own,1,unskilled,1,no,yes
20,critical,car,2235,4,2,33,bank,rent,2,skilled,1,no,yes
24,critical,car,4042,3,4,43,none,own,2,skilled,1,yes,no
15,critical,furniture/appliances,1471,4,4,35,none,other,2,skilled,1,yes,no
18,very good,car,1442,4,4,32,none,other,2,unskilled,2,no,yes
36,poor,car,10875,2,2,45,none,own,2,skilled,2,yes,no
24,good,car,1474,4,3,33,none,own,1,skilled,1,yes,no
10,good,education,894,4,3,40,none,own,1,skilled,1,yes,no
15,critical,furniture/appliances,3343,4,2,28,none,other,1,skilled,1,yes,no
15,good,car,3959,3,2,29,none,own,1,skilled,1,yes,yes
9,good,car,3577,1,2,26,none,rent,1,skilled,2,no,no
24,critical,car,5804,4,2,27,none,own,2,skilled,1,no,no
18,poor,business,2169,4,2,28,none,own,1,skilled,1,yes,yes
24,good,furniture/appliances,2439,4,4,35,none,own,1,skilled,1,yes,yes
27,critical,furniture/appliances,4526,4,2,32,store,own,2,unskilled,2,yes,no
10,good,furniture/appliances,2210,2,2,25,bank,rent,1,unskilled,1,no,yes
15,good,furniture/appliances,2221,2,4,20,none,rent,1,skilled,1,no,no
18,good,furniture/appliances,2389,4,1,27,store,own,1,skilled,1,no,no
12,critical,furniture/appliances,3331,2,4,42,store,own,1,skilled,1,no,no
36,good,business,7409,3,2,37,none,own,2,skilled,1,no,no
12,good,furniture/appliances,652,4,4,24,none,rent,1,skilled,1,no,no
36,poor,furniture/appliances,7678,2,4,40,none,own,2,skilled,1,yes,no
6,critical,car,1343,1,4,46,none,own,2,skilled,2,no,no
24,critical,business,1382,4,1,26,none,own,2,skilled,1,yes,no
15,good,furniture/appliances,874,4,1,24,none,own,1,skilled,1,no,no
12,good,furniture/appliances,3590,2,2,29,none,own,1,unskilled,2,no,no
11,critical,car,1322,4,4,40,none,own,2,skilled,1,no,no
18,very good,furniture/appliances,1940,3,4,36,bank,other,1,management,1,yes,no
36,good,furniture/appliances,3595,4,2,28,none,own,1,skilled,1,no,no
9,good,car,1422,3,2,27,none,other,1,management,1,yes,yes
30,critical,furniture/appliances,6742,2,3,36,none,own,2,skilled,1,no,no
24,good,car,7814,3,3,38,none,own,1,management,1,yes,no
24,good,car,9277,2,4,48,none,other,1,skilled,1,yes,no
30,critical,car,2181,4,4,36,none,own,2,skilled,1,no,no
18,critical,furniture/appliances,1098,4,4,65,none,own,2,unemployed,1,no,no
24,good,furniture/appliances,4057,3,3,43,none,own,1,skilled,1,yes,yes
12,good,education,795,4,4,53,none,own,1,skilled,1,no,yes
24,critical,business,2825,4,3,34,none,own,2,skilled,2,yes,no
48,good,business,15672,2,2,23,none,own,1,skilled,1,yes,yes
36,critical,car,6614,4,4,34,none,own,2,management,1,yes,no
28,very good,car,7824,3,4,40,bank,rent,2,skilled,2,yes,no
27,critical,business,2442,4,4,43,store,own,4,management,2,yes,no
15,critical,furniture/appliances,1829,4,4,46,none,own,2,skilled,1,yes,no
12,critical,car,2171,4,4,38,bank,own,2,unskilled,1,no,no
36,critical,car,5800,3,4,34,none,own,2,skilled,1,yes,no
18,critical,furniture/appliances,1169,4,3,29,none,own,2,skilled,1,yes,no
36,poor,car,8947,3,2,31,store,own,1,management,2,yes,no
21,good,furniture/appliances,2606,4,4,28,none,rent,1,management,1,yes,no
12,critical,furniture/appliances,1592,3,2,35,none,own,1,skilled,1,no,no
15,good,furniture/appliances,2186,1,4,33,bank,rent,1,unskilled,1,no,no
18,good,furniture/appliances,4153,2,3,42,none,own,1,skilled,1,no,yes
16,critical,car,2625,2,4,43,bank,rent,1,skilled,1,yes,yes
20,critical,car,3485,2,4,44,none,own,2,skilled,1,yes,no
36,critical,car,10477,2,4,42,none,other,2,skilled,1,no,no
15,good,furniture/appliances,1386,4,2,40,none,rent,1,skilled,1,yes,no
24,good,furniture/appliances,1278,4,1,36,none,own,1,management,1,yes,no
12,good,furniture/appliances,1107,2,2,20,none,rent,1,management,2,yes,no
21,good,car,3763,2,2,24,none,own,1,unskilled,1,no,no
36,good,education,3711,2,2,27,none,own,1,skilled,1,no,no
15,poor,car,3594,1,2,46,none,own,2,unskilled,1,no,no
9,good,car,3195,1,2,33,none,own,1,unskilled,1,no,no
36,poor,furniture/appliances,4454,4,4,34,none,own,2,skilled,1,no,no
24,critical,furniture/appliances,4736,2,4,25,bank,own,1,unskilled,1,no,yes
30,good,furniture/appliances,2991,2,4,25,none,own,1,skilled,1,no,no
11,good,business,2142,1,2,28,none,own,1,skilled,1,yes,no
24,very good,business,3161,4,2,31,none,rent,1,skilled,1,yes,yes
48,perfect,car0,18424,1,2,32,bank,own,1,management,1,yes,yes
10,good,car,2848,1,2,32,none,own,1,skilled,2,no,no
6,good,car,14896,1,4,68,bank,own,1,management,1,yes,yes
24,good,furniture/appliances,2359,1,1,33,none,own,1,skilled,1,no,yes
24,good,furniture/appliances,3345,4,2,39,none,rent,1,management,1,yes,yes
18,critical,furniture/appliances,1817,4,2,28,none,own,2,skilled,1,no,no
48,poor,furniture/appliances,12749,4,1,37,none,own,1,management,1,yes,no
9,good,furniture/appliances,1366,3,4,22,none,rent,1,skilled,1,no,yes
12,good,car,2002,3,4,30,none,rent,1,skilled,2,yes,no
24,very good,furniture/appliances,6872,2,1,55,bank,own,1,skilled,1,yes,yes
12,very good,car,697,4,2,46,bank,own,2,skilled,1,yes,yes
18,critical,furniture/appliances,1049,4,4,21,none,rent,1,skilled,1,no,no
48,good,car,10297,4,4,39,store,other,3,skilled,2,yes,yes
30,good,furniture/appliances,1867,4,4,58,none,own,1,skilled,1,yes,no
12,poor,car,1344,4,2,43,none,own,2,unskilled,2,no,no
24,good,furniture/appliances,1747,4,1,24,none,own,1,unskilled,1,no,no
9,good,furniture/appliances,1670,4,2,22,none,own,1,skilled,1,yes,yes
9,critical,car,1224,3,1,30,none,own,2,skilled,1,no,no
12,critical,furniture/appliances,522,4,4,42,none,own,2,skilled,2,yes,no
12,good,furniture/appliances,1498,4,1,23,bank,own,1,skilled,1,no,no
30,poor,furniture/appliances,1919,4,3,30,store,own,2,management,1,no,yes
9,good,furniture/appliances,745,3,2,28,none,own,1,unskilled,1,no,yes
6,good,furniture/appliances,2063,4,3,30,none,rent,1,management,1,yes,no
60,good,education,6288,4,4,42,none,other,1,skilled,1,no,yes
24,critical,car,6842,2,4,46,none,own,2,management,2,yes,no
12,good,car,3527,2,3,45,none,own,1,management,2,yes,no
10,good,car,1546,3,2,31,none,own,1,unskilled,2,no,no
24,good,furniture/appliances,929,4,2,31,store,own,1,skilled,1,yes,no
4,critical,car,1455,2,1,42,none,own,3,unskilled,2,no,no
15,good,furniture/appliances,1845,4,1,46,none,rent,1,skilled,1,no,no
48,perfect,car,8358,1,1,30,none,own,2,skilled,1,no,no
24,very good,furniture/appliances,3349,4,4,30,none,other,1,skilled,2,yes,yes
12,good,car,2859,4,4,38,none,own,1,management,1,yes,no
18,good,furniture/appliances,1533,4,1,43,none,own,1,unskilled,2,no,yes
24,good,furniture/appliances,3621,2,4,31,none,own,2,skilled,1,no,yes
18,critical,business,3590,3,3,40,none,own,3,unemployed,2,yes,no
36,poor,business,2145,2,1,24,none,own,2,skilled,1,yes,yes
24,good,car,4113,3,4,28,none,rent,1,skilled,1,no,yes
36,good,furniture/appliances,10974,4,2,26,none,own,2,management,1,yes,yes
12,good,car,1893,4,4,29,none,own,1,skilled,1,yes,no
24,critical,furniture/appliances,1231,4,4,57,none,rent,2,management,1,yes,no
30,critical,furniture/appliances,3656,4,4,49,store,own,2,unskilled,1,no,no
9,critical,furniture/appliances,1154,2,4,37,none,own,3,unskilled,1,no,no
28,good,car,4006,3,2,45,none,own,1,unskilled,1,no,yes
24,good,furniture/appliances,3069,4,4,30,none,other,1,skilled,1,no,no
6,critical,furniture/appliances,1740,2,2,30,none,rent,2,skilled,1,no,no
21,poor,car,2353,1,4,47,none,own,2,skilled,1,no,no
15,good,car,3556,3,2,29,none,own,1,skilled,1,no,no
24,good,furniture/appliances,2397,3,2,35,bank,own,2,skilled,1,yes,yes
6,good,renovations,454,3,1,22,none,own,1,unskilled,1,no,no
30,good,furniture/appliances,1715,4,1,26,none,own,1,skilled,1,no,no
27,critical,furniture/appliances,2520,4,2,23,none,own,2,unskilled,1,no,yes
15,good,furniture/appliances,3568,4,2,54,bank,rent,1,management,1,yes,no
42,good,furniture/appliances,7166,2,4,29,none,rent,1,skilled,1,yes,no
11,critical,car,3939,1,2,40,none,own,2,unskilled,2,no,no
15,good,renovations,1514,4,2,22,none,own,1,skilled,1,no,no
24,good,car,7393,1,4,43,none,own,1,unskilled,2,no,no
24,very good,car,1193,1,4,29,none,rent,2,unemployed,1,no,yes
60,good,business,7297,4,4,36,none,rent,1,skilled,1,no,yes
30,critical,furniture/appliances,2831,4,2,33,none,own,1,skilled,1,yes,no
24,good,furniture/appliances,1258,3,3,57,none,own,1,unskilled,1,no,no
6,good,furniture/appliances,753,2,3,64,none,own,1,skilled,1,no,no
18,poor,business,2427,4,2,42,none,own,2,skilled,1,no,no
24,poor,car,2538,4,4,47,none,own,2,unskilled,2,no,yes
15,very good,car,1264,2,2,25,none,rent,1,skilled,1,no,yes
30,critical,furniture/appliances,8386,2,2,49,none,own,1,skilled,1,no,yes
48,good,business,4844,3,2,33,bank,rent,1,management,1,yes,yes
21,good,car,2923,1,1,28,bank,own,1,management,1,yes,no
36,good,car,8229,2,2,26,none,own,1,skilled,2,no,yes
24,critical,furniture/appliances,2028,2,2,30,none,own,2,unskilled,1,no,no
15,critical,furniture/appliances,1433,4,3,25,none,rent,2,skilled,1,no,no
42,perfect,business,6289,2,1,33,none,own,2,skilled,1,no,no
13,good,furniture/appliances,1409,2,4,64,none,own,1,skilled,1,no,no
24,good,car,6579,4,2,29,none,other,1,management,1,yes,no
24,critical,furniture/appliances,1743,4,2,48,none,own,2,unskilled,1,no,no
12,critical,education,3565,2,1,37,none,own,2,unskilled,2,no,no
15,very good,furniture/appliances,1569,4,4,34,bank,own,1,unskilled,2,no,no
18,good,furniture/appliances,1936,2,4,23,none,rent,2,unskilled,1,no,no
36,good,furniture/appliances,3959,4,3,30,none,own,1,management,1,yes,no
12,good,car,2390,4,3,50,none,own,1,skilled,1,yes,no
12,good,furniture/appliances,1736,3,4,31,none,own,1,unskilled,1,no,no
30,good,car,3857,4,4,40,none,own,1,management,1,yes,no
12,good,furniture/appliances,804,4,4,38,none,own,1,skilled,1,no,no
45,good,furniture/appliances,1845,4,4,23,none,other,1,skilled,1,yes,yes
45,critical,car,4576,3,4,27,none,own,1,skilled,1,no,no
